time,lAnkle/0,lAnkle/1,lAnkle/2,lEar/0,lEar/1,lEar/2,lElbow/0,lElbow/1,lElbow/2,lEye/0,lEye/1,lEye/2,lHip/0,lHip/1,lHip/2,lKnee/0,lKnee/1,lKnee/2,lShoulder/0,lShoulder/1,lShoulder/2,lWrist/0,lWrist/1,lWrist/2,neck/0,neck/1,neck/2,nose/0,nose/1,nose/2,rAnkle/0,rAnkle/1,rAnkle/2,rEar/0,rEar/1,rEar/2,rElbow/0,rElbow/1,rElbow/2,rEye/0,rEye/1,rEye/2,rHip/0,rHip/1,rHip/2,rKnee/0,rKnee/1,rKnee/2,rShoulder/0,rShoulder/1,rShoulder/2,rWrist/0,rWrist/1,rWrist/2
-1.475484,1.546865368,59.78359102,1.494645746,1.052904511,59.94918076,6.500866494,0.324774341,59.25491077,6.636647665,0.763843534,60.04300585,6.433586768,1.018318361,59.89437526,4.386604605,0.620508579,59.75097908,2.652915171,1.08636767,59.44906656,5.90413421,0.921225877,59.77746188,7.000967517,1.208167463,60.14538988,5.977467475,0.685350634,60.09244577,6.412444209,0.744627404,60.37242505,1.143334119,0.944203612,60.40271349,6.425416999,0.899433416,61.06097806,6.851929887,0.732139105,60.17528623,6.411580665,1.182280115,60.4570211,4.324686927,0.646676964,60.41869934,2.62287719,1.378407347,60.83061172,5.918202782,1.062125478,60.20865664,6.944740171
-1.472155,1.526419666,59.77863834,1.504319921,1.054003424,59.95274645,6.504478878,0.322394024,59.25774705,6.6353666,0.76414878,60.04583031,6.43962799,1.014852974,59.89651242,4.388444887,0.596783566,59.75109756,2.659062756,1.084485926,59.44976607,5.905047671,0.911579641,59.78283053,7.009834948,1.20383501,60.14697113,5.978761843,0.685373693,60.09505649,6.419043579,0.74626747,60.37321461,1.142426143,0.943840344,60.40578283,6.428173029,0.886782795,61.0598861,6.850088441,0.732017882,60.17796592,6.417372118,1.189323672,60.45578719,4.324732264,0.655689058,60.42136484,2.621576135,1.372327776,60.83315695,5.920628851,1.044615613,60.20628668,6.947694326
-1.468822,1.504470884,59.77373421,1.513316468,1.056217599,59.95550317,6.507987,0.319952538,59.26152669,6.634062947,0.76548474,60.04775685,6.445941695,1.012146726,59.8984758,4.390156268,0.572795793,59.75202143,2.665508112,1.082858353,59.45018161,5.905962577,0.901934074,59.78864021,7.018857618,1.199970808,60.14822364,5.980023963,0.686388263,60.09674699,6.426037863,0.747749772,60.3737383,1.141616064,0.944277036,60.40804222,6.431317808,0.874474746,61.05928016,6.847686401,0.732835409,60.17974741,6.423579848,1.196548302,60.45437532,4.324892316,0.665021291,60.42381233,2.620358402,1.367082946,60.8352636,5.923060091,1.027194805,60.20455033,6.9512373
-1.465485,1.481039805,59.76905151,1.521620914,1.059432614,59.95729136,6.511369693,0.317358671,59.26634271,6.632792529,0.767746901,60.04857008,6.452432473,1.010120894,59.90021943,4.39181792,0.548658779,59.75378489,2.672311668,1.081476316,59.45031309,5.907016406,0.89236899,59.79489017,7.027965221,1.196593266,60.14914866,5.981342465,0.688288197,60.09728754,6.433317746,0.749024931,60.37406196,1.141050184,0.945327451,60.40932519,6.434911418,0.862476845,61.05940217,6.844686107,0.734466228,60.18041329,6.430132143,1.203759774,60.4528165,4.325274209,0.674407124,60.42601605,2.619354763,1.362747317,60.8369232,5.925589657,1.010000229,60.2037829,6.95561139
-1.462156,1.456276046,59.76474934,1.529204757,1.063470781,59.9579802,6.514604994,0.314545222,59.27222824,6.631618267,0.770774073,60.04809562,6.458983008,1.008681418,59.90169915,4.393502372,0.524585318,59.75637493,2.679494745,1.080322496,59.45016855,5.908339255,0.883001319,59.8015423,7.037063111,1.193703564,60.14975494,5.982803337,0.690914255,60.09649255,6.440745804,0.750060031,60.37425005,1.140866115,0.94677597,60.40949565,6.438997006,0.850763205,61.06047346,6.841074444,0.736738086,60.17978762,6.436930678,1.210717043,60.45116275,4.325982278,0.683541323,60.42796054,2.618692242,1.359360345,60.83813824,5.92830948,0.993201672,60.20430795,6.961008875
-1.458819,1.430156452,59.76091472,1.536113879,1.068146256,59.95748022,6.517709297,0.311440427,59.27922906,6.630597118,0.774390357,60.04619851,6.465531777,1.007706419,59.90288895,4.395294679,0.500595924,59.75975755,2.687124049,1.079362485,59.44976288,5.910070135,0.873875914,59.80860044,7.046144028,1.191255698,60.15006641,5.984505998,0.694090911,60.09421502,6.448244149,0.750853454,60.37435916,1.141188873,0.948399845,60.40845225,6.44364533,0.839182282,61.06270863,6.836814043,0.73946432,60.17773202,6.443929787,1.217220769,60.449464,4.327125387,0.69219453,60.4296588,2.618485198,1.356889332,60.83893689,5.931339311,0.976806913,60.20644703,6.967632989
-1.455486,1.402898141,59.75762966,1.542337963,1.073205206,59.9557355,6.520682867,0.308019884,59.287306,6.62980104,0.778361354,60.04279468,6.471961621,1.007075972,59.90375371,4.397263016,0.476921971,59.76383047,2.695189242,1.078570341,59.44912004,5.912335302,0.86512595,59.81599736,7.055137,1.189210593,60.15011187,5.986537089,0.697588883,60.09036318,6.45566763,0.751419542,60.37442702,1.142132908,0.949949807,60.40612752,6.448880465,0.827662845,61.06629856,6.831898137,0.742411862,60.17415902,6.451019254,1.223001496,60.44779149,4.32880386,0.700064373,60.43111317,2.618845658,1.355290781,60.8393524,5.934776825,0.96095237,60.21051466,6.975603754
-1.452153,1.374623686,59.7549126,1.547904742,1.078390388,59.9527309,6.523551708,0.304272016,59.2964181,6.629303527,0.782444383,60.03784116,6.478184727,1.006660933,59.90426428,4.399480515,0.453687615,59.76845814,2.703698327,1.077920792,59.44826941,5.915268538,0.856852691,59.82368282,7.064028612,1.187505707,60.14993131,5.988989293,0.701169457,60.08488597,6.462900075,0.751803432,60.37446806,1.143801695,0.951174236,60.40248647,6.454730059,0.816068247,61.07143065,6.826293889,0.745339672,60.16901987,6.458111746,1.227814379,60.44621037,4.331119823,0.706898079,60.43233283,2.619876067,1.354474345,60.83943709,5.938730622,0.945691748,60.21683686,6.98503162
-1.44882,1.345513334,59.75274048,1.55283347,1.083424482,59.94849396,6.526347997,0.300219115,59.30648395,6.629187398,0.786377487,60.03134511,6.484101978,1.006336849,59.90438548,4.402013923,0.431054883,59.77345261,2.71263204,1.077402764,59.44724631,5.919003091,0.849182765,59.83158093,7.072808853,1.186077381,60.14957232,5.991950197,0.704575574,60.07778397,6.469807621,0.752078312,60.37446744,1.14628783,0.951814351,60.39753072,6.461192774,0.804274125,61.07827936,6.819959554,0.747991199,60.16231417,6.465098371,1.231403866,60.44478325,4.33417079,0.712443384,60.43331488,2.621671464,1.354325557,60.83925584,5.943298402,0.931104681,60.22574757,6.99597814
-1.445488,1.315784784,59.75104375,1.55713947,1.088024788,59.94309873,6.52911227,0.295917956,59.31738539,6.629543886,0.789893058,60.02336621,6.489608359,1.005990469,59.90407336,4.404923628,0.409203678,59.77857609,2.721948928,1.07702598,59.44609064,5.923672743,0.842259943,59.83959488,7.081478862,1.184864789,60.14908955,5.995501056,0.707544777,60.06911138,6.476244618,0.752350127,60.37437792,1.149672948,0.951611436,60.39130158,6.468234956,0.792165173,61.08700443,6.812835439,0.75010583,60.15409205,6.471852475,1.233517426,60.44356088,4.338048374,0.716463568,60.43403791,2.624317344,1.354707712,60.838887,5.948563622,0.917289709,60.23758961,7.008454701
-1.442155,1.284465699,59.75045302,1.561146318,1.092090118,59.94064058,6.532011018,0.293843725,59.32752183,6.629630789,0.792943943,60.01801454,6.494450482,1.003562995,59.90505178,4.407465476,0.387146958,59.78372127,2.732869903,1.075803768,59.44595819,5.926276947,0.833970544,59.845455,7.089242399,1.183674138,60.14860778,5.998238458,0.710066546,60.06296396,6.481670212,0.753540497,60.37359053,1.152839642,0.95086796,60.38758047,6.472837727,0.780468089,61.0927741,6.804020466,0.751754147,60.14837201,6.477191605,1.235654751,60.44262777,4.340884216,0.722633124,60.43400078,2.627496904,1.355528907,60.83762231,5.952885298,0.905567047,60.25052569,7.018947305
-1.438821,1.252544394,59.7506768,1.564405476,1.095996738,59.93714943,6.534725708,0.291122862,59.33729786,6.629137248,0.796061055,60.01244551,6.499299114,1.001050836,59.9055357,4.410220499,0.365817868,59.78921234,2.743918231,1.075330971,59.44582513,5.930073676,0.825236821,59.85049738,7.096459744,1.182841104,60.14827401,6.001400665,0.712774659,60.05682937,6.487220271,0.754440812,60.37363548,1.156641361,0.951080801,60.38328468,6.478483761,0.768460226,61.10026221,6.793980887,0.753793907,60.14256829,6.482895213,1.236941577,60.44153999,4.344322417,0.727877409,60.43417435,2.631308625,1.356620015,60.83647371,5.957340523,0.895162174,60.26649196,7.030215332
-1.435489,1.220028897,59.75159836,1.566826987,1.099512362,59.93320656,6.537216298,0.287828356,59.34665598,6.628024183,0.799018012,60.00725755,6.503966437,0.998461205,59.90557877,4.413014557,0.345179829,59.7949643,2.754923489,1.075415386,59.44578163,5.934771574,0.816004674,59.8547778,7.103108306,1.182299998,60.14814621,6.004770726,0.715449683,60.05130919,6.492642276,0.75538316,60.37423805,1.160810291,0.952113246,60.37897621,6.484648529,0.75645184,61.10898118,6.782818938,0.756026603,60.1372737,6.488634171,1.237508361,60.44030378,4.348105261,0.732376267,60.43450002,2.635479346,1.357942121,60.8355127,5.961736907,0.885932252,60.2849055,7.041639752
-1.432159,1.186899842,59.75311941,1.56835153,1.10246817,59.92930851,6.539463459,0.284041314,59.35555213,6.626267445,0.801642872,60.00292925,6.508317279,0.9958107,59.90522797,4.415702187,0.325184944,59.8009077,2.765754625,1.075887466,59.44590133,5.940107119,0.806235027,59.85835685,7.109174397,1.181998884,60.14826563,6.008159612,0.717920381,60.04687554,6.497747671,0.756644027,60.37514051,1.16511476,0.953822352,60.37511691,6.490886347,0.744700329,61.11848768,6.770639647,0.758287842,60.1329567,6.494148955,1.237488813,60.43891534,4.352006987,0.736299531,60.43491441,2.639773531,1.359472332,60.83478863,5.965902264,0.877726951,60.30519842,7.052692337
-1.428826,1.153086567,59.75516226,1.568948274,1.104750025,59.92586391,6.541469806,0.279837435,59.36396453,6.623858861,0.803812714,59.999821,6.512262936,0.993116431,59.90452403,4.418169559,0.305762129,59.80699305,2.776325935,1.076596189,59.44624224,5.945853062,0.795890829,59.86130516,7.114656052,1.181894388,60.14865906,6.011411128,0.720059668,60.04387414,6.502404088,0.758446255,60.3761098,1.169364179,0.956059654,60.37206954,6.496836263,0.733400754,61.12839593,6.757541718,0.76044469,60.12996431,6.499244819,1.23701051,60.43736373,4.35583875,0.739802922,60.43535598,2.643997393,1.361201085,60.83433007,5.969689831,0.870380901,60.32683787,7.062948177
-1.42549,1.118566332,59.75766257,1.568611077,1.106285855,59.92320773,6.543250765,0.275293034,59.37187122,6.62081451,0.805442675,59.99819093,6.515739711,0.990399208,59.90350491,4.420326896,0.286874666,59.81317189,2.78656385,1.077402376,59.44684685,5.95180196,0.784963653,59.86369748,7.119546795,1.181948151,60.1493392,6.014392647,0.721774484,60.04254063,6.506510048,0.760956259,60.37693654,1.173396051,0.958665863,60.37011216,6.502199423,0.722723142,61.13834779,6.743655483,0.762386843,60.12853805,6.503766403,1.236191451,60.43563853,4.359436927,0.743015019,60.43576763,2.647985191,1.363124793,60.83414739,5.972968245,0.863729966,60.34926361,7.072054126
-1.422157,1.083380244,59.76056233,1.567366266,1.107051021,59.92159725,6.544831609,0.270485584,59.37925479,6.617181578,0.806488887,59.9981854,6.518704678,0.987681386,59.90221015,4.422110654,0.268520002,59.81939293,2.796405942,1.078174735,59.44773984,5.957762587,0.773479792,59.86561883,7.123840751,1.182122992,60.15030257,6.016997157,0.723007784,60.0429896,6.509990492,0.764278028,60.37743691,1.177076624,0.96147018,60.36943152,6.506737877,0.712815355,61.14800764,6.729152504,0.764027808,60.12880372,6.507594006,1.23514065,60.43373401,4.362664037,0.746037823,60.43609953,2.651599469,1.365242554,60.83423069,5.975627151,0.857600982,60.37187814,7.079735129
-1.418824,1.047477206,59.76381962,1.565268596,1.107075622,59.92120143,6.546250175,0.265470124,59.38613832,6.613022136,0.806954936,59.99983545,6.521145938,0.984972781,59.9006763,4.423492827,0.250645578,59.82562858,2.805845603,1.078793055,59.44893115,5.963587652,0.761448408,59.86717391,7.12755491,1.182382562,60.15153327,6.019156973,0.723745374,60.04521307,6.512809907,0.768465685,60.3774572,1.180318967,0.964308087,60.37011685,6.5102943,0.703762589,61.15710579,6.71417893,0.765314405,60.13076911,6.510658808,1.233951888,60.43164251,4.365424906,0.74895976,60.43631281,2.654748581,1.367565103,60.83454938,5.977593543,0.851779404,60.39415706,7.085831126
-1.415491,1.010838336,59.76739715,1.562400722,1.106441104,59.92211147,6.547546322,0.26029438,59.39255681,6.608421006,0.806885836,60.00306469,6.523068258,0.982279835,59.89894067,4.424472464,0.233217255,59.83185089,2.814893836,1.079145326,59.45041369,5.969151928,0.748898779,59.86847668,7.130712206,1.182691243,60.15300062,6.02083269,0.724009175,60.04908754,6.514956266,0.773515604,60.37687048,1.18306753,0.967016902,60.37216907,6.512768561,0.695634325,61.16539868,6.698902688,0.766220444,60.13433149,6.512924744,1.232706035,60.42936113,4.36765301,0.75184422,60.43637894,2.657371357,1.370108587,60.83505272,5.978821245,0.846030696,60.41557478,7.090257513
-1.412161,0.973481288,59.7712577,1.558875431,1.10528615,59.92433467,6.548760199,0.254999479,59.39855825,6.603484109,0.806370659,60.0076821,6.524497216,0.979605915,59.89704217,4.425076645,0.216217718,59.83802936,2.823579738,1.079129508,59.45216166,5.974352295,0.735880795,59.86964902,7.133344699,1.183014566,60.15465769,6.022014781,0.723858924,60.05436673,6.516446874,0.779363388,60.37557886,1.185298935,0.96943983,60.37549571,6.514119987,0.68848853,61.17266711,6.6835132,0.766748816,60.13927074,6.514393821,1.231471916,60.42689254,4.369311895,0.754730725,60.43628047,2.659438328,1.372894389,60.83566845,5.97929528,0.84009785,60.43561283,7.093003989
-1.408828,0.935326051,59.77537511,1.554820682,1.103804263,59.92780239,6.549936089,0.249601247,59.40422294,6.598315669,0.805540164,60.01339915,6.525488592,0.976942717,59.8950139,4.425361257,0.199586427,59.8441508,2.831980114,1.078654479,59.45413647,5.979125122,0.72241534,59.87082123,7.135502516,1.183321582,60.15644691,6.022726631,0.723390582,60.06070117,6.517339108,0.785906719,60.37350832,1.187027813,0.97143672,60.37992447,6.514370529,0.682354363,61.17873589,6.668164144,0.766932964,60.14526809,6.515115304,1.230302858,60.42423546,4.370399604,0.757646547,60.43601038,2.66095753,1.375960198,60.83630455,5.979033511,0.833678963,60.45383557,7.094132209
-1.4055,0.896456889,59.77970351,1.55040383,1.102253427,59.93234858,6.551115426,0.244128095,59.40962028,6.593047734,0.804570757,60.01979306,6.526126473,0.974290234,59.89289595,4.425406574,0.183336642,59.85017447,2.840158971,1.077643479,59.45627339,5.983410745,0.708583227,59.87211965,7.137236464,1.183584097,60.15828761,6.023016943,0.722737455,60.06759743,6.517729928,0.792964107,60.37062119,1.188290977,0.972869271,60.38517614,6.513600261,0.677284071,61.18342226,6.653077914,0.766833711,60.15186777,6.51518455,1.22924634,60.42140154,4.370938021,0.760588253,60.43557287,2.661960854,1.379340248,60.83684437,5.978085938,0.826469834,60.46976324,7.093749711
-1.402167,0.856754523,59.78421392,1.545790253,1.100941566,59.93774407,6.552350643,0.238570338,59.41485927,6.587785249,0.803676048,60.02636074,6.526538695,0.971633001,59.89071494,4.425318099,0.167397784,59.85608787,2.848246378,1.07602906,59.45850011,5.987196177,0.694392382,59.87367461,7.138615916,1.183780743,60.16009224,6.022964114,0.722064962,60.07447734,6.517771049,0.80034046,60.36689501,1.18916021,0.973615781,60.39090665,6.511949316,0.673302159,61.18658277,6.638398487,0.766539361,60.15853316,6.514754975,1.228334959,60.41838823,4.370980288,0.763551592,60.43497966,2.662515717,1.383096044,60.83715115,5.97652952,0.81809766,60.4830419,7.09200167
-1.398834,0.816280376,59.78884834,1.541184463,1.100238214,59.94365279,6.553695718,0.232935915,59.42003062,6.582652814,0.803115709,60.03245519,6.526894449,0.968968348,59.88850391,4.425224053,0.15177835,59.86184415,2.856355473,1.07376306,59.4607152,5.990469894,0.67991193,59.87560392,7.139708088,1.183895414,60.16174729,6.022670867,0.721576968,60.0806089,6.517669342,0.807760345,60.36235158,1.189725973,0.973551116,60.3966525,6.509626668,0.670460924,61.18805689,6.624340302,0.766165306,60.16458011,6.514040976,1.227598916,60.41520528,4.370602706,0.766504268,60.43425332,2.66271241,1.387283207,60.83706139,5.974474584,0.808188853,60.4932846,7.08905459
-1.395501,0.775044287,59.79354194,1.536801862,1.100557532,59.94965855,6.555213545,0.22721956,59.42523571,6.57775825,0.803189612,60.03732346,6.527408111,0.96629235,59.88628867,4.425274102,0.136468531,59.86739586,2.864630279,1.070812136,59.46280032,5.993246548,0.665188125,59.87801709,7.140585607,1.183919741,60.16312356,6.02226461,0.721513867,60.08514676,6.517689379,0.814912716,60.35704411,1.190102723,0.972549992,60.40185465,6.506910283,0.66880919,61.18769063,6.611095194,0.76585408,60.16921399,6.51331966,1.227061109,60.41185669,4.369907025,0.769405528,60.43342435,2.662669092,1.39197013,60.83638728,5.97205773,0.796325186,60.50017751,7.085077486
-1.392175,0.734347801,59.7992641,1.532273305,1.099128912,59.95592896,6.5573786,0.225250113,59.42681472,6.571511506,0.801574671,60.04267645,6.52870276,0.963159703,59.88470597,4.425274481,0.120537603,59.8732482,2.874027801,1.066372383,59.46516103,5.99515896,0.651941548,59.88077357,7.140984374,1.182055471,60.16430135,6.022350316,0.719796865,60.09022601,6.518510673,0.823244718,60.35034276,1.189802606,0.970152974,60.40735034,6.504611297,0.667492705,61.18915817,6.592851429,0.76395669,60.17434102,6.513312296,1.225611253,60.40945487,4.370089609,0.772666163,60.43268995,2.663979436,1.39451851,60.83505443,5.970586056,0.786386023,60.51025237,7.080074809
-1.388842,0.692843541,59.80554256,1.527668191,1.099104798,59.96180957,6.559938989,0.222571299,59.42840527,6.56498511,0.800466973,60.0442904,6.529967,0.959935921,59.8831185,4.42556731,0.105336567,59.87900158,2.883464228,1.061533542,59.46732646,5.997312319,0.637171689,59.88370127,7.141262488,1.179937383,60.1652575,6.022699596,0.718081197,60.0906379,6.519153072,0.831016386,60.34344537,1.189841501,0.964245402,60.41086793,6.501973653,0.665697691,61.18902888,6.574796027,0.761132982,60.17526575,6.513060444,1.224245498,60.4069468,4.370503997,0.775733419,60.43170716,2.66560979,1.396973216,60.83339222,5.969474644,0.77473696,60.51902538,7.075276874
-1.385517,0.650863285,59.81223357,1.523265152,1.100273338,59.9671845,6.562819175,0.219384561,59.42985601,6.558302943,0.799900549,60.04246806,6.531282994,0.956624743,59.88159763,4.426167516,0.090811052,59.88464726,2.892950164,1.056390125,59.46927382,5.999644944,0.6212878,59.88659974,7.141386307,1.177629969,60.16597087,6.023327689,0.716504248,60.08679171,6.519753921,0.837964358,60.33659458,1.190234868,0.955346442,60.41232363,6.499196878,0.6636895,61.18762337,6.557036629,0.757630204,60.17230031,6.512726491,1.222933549,60.40441922,4.371169249,0.778500795,60.43056947,2.667586177,1.399391717,60.8313708,5.968744862,0.761609386,60.52675472,7.070635097
-1.382176,0.608241869,59.81927852,1.519256982,1.102391947,59.97207062,6.565976091,0.215830264,59.43107028,6.551489636,0.799922838,60.037579,6.53270376,0.953197652,59.8801867,4.427082683,0.076736983,59.89024149,2.902600915,1.050970248,59.47101191,6.002120277,0.604485839,59.88933661,7.141324501,1.175174124,60.16643707,6.024242236,0.715225432,60.07914099,6.520399337,0.843956946,60.32993499,1.190981095,0.943902412,60.41166153,6.496396334,0.661707641,61.18521201,6.539487603,0.753696724,60.16579301,6.512409665,1.221638576,60.40191795,4.372095647,0.780915544,60.42934124,2.669937685,1.401859297,60.8289505,5.968397682,0.747117851,60.5337432,7.066034515
-1.378843,0.565417759,59.82653066,1.515861247,1.105172636,59.97645058,6.5693196,0.2120733,59.4319698,6.544645847,0.800583329,60.03011167,6.534222605,0.949681305,59.8789397,4.428295169,0.063098242,59.89575936,2.912387057,1.045371888,59.47253194,6.004664938,0.587167512,59.8917748,7.141045768,1.172648551,60.16665134,6.02542457,0.714430919,60.0683007,6.521115026,0.848819441,60.32368725,1.192050164,0.930538453,60.40886531,6.493683292,0.660011537,61.18206094,6.522330663,0.749648359,60.15623263,6.512162015,1.220351641,60.39951333,4.373265444,0.782909274,60.42808724,2.672642316,1.404425043,60.82613759,5.968428567,0.731608527,60.54014511,7.061421508
-1.375518,0.522520211,59.83390542,1.513224219,1.108335352,59.98036218,6.57277547,0.208232131,59.43252527,6.537802639,0.801903792,60.02060201,6.535810439,0.946085517,59.87788808,4.429776439,0.049776279,59.9012174,2.922339603,1.039650194,59.47384915,6.007220215,0.569589082,59.89383729,7.140519899,1.170118949,60.16662294,6.026844294,0.71426806,60.05493366,6.5218905,0.852481586,60.31799533,1.193395228,0.915849381,60.40401363,6.491111223,0.658830386,61.17839785,6.505628165,0.745762051,60.14416701,6.5119917,1.219063709,60.3972448,4.374648417,0.784457269,60.42684658,2.675671436,1.407153471,60.82293935,5.968811615,0.715364825,60.54613231,7.056710452
-1.372177,0.479360131,59.84138954,1.511446107,1.111647768,59.98386335,6.576290227,0.204374716,59.4327441,6.530920326,0.803887012,60.00953587,6.537428981,0.942400117,59.87704696,4.431497259,0.036563161,59.90667231,2.932556132,1.033812042,59.47499573,6.009743423,0.55184576,59.89549655,7.139707393,1.167637153,60.1663661,6.028468114,0.714840393,60.03963656,6.522694774,0.854934929,60.31294056,1.194964603,0.900335547,60.3972317,6.488687694,0.658375543,61.17439174,6.489334399,0.74225428,60.13010164,6.511878242,1.217765858,60.39512478,4.37621007,0.78556322,60.42563183,2.679002235,1.410129711,60.81935011,5.969510969,0.698573429,60.55187971,7.051786542
-1.368844,0.436361285,59.84888121,1.510625893,1.114870682,59.98694577,6.579753651,0.2006048,59.43266361,6.524037188,0.806467428,59.99757652,6.539005921,0.938674514,59.87643427,4.433390873,0.023446065,59.91210417,2.942981715,1.027942826,59.47599613,6.012152268,0.534257379,59.89673776,7.138573152,1.16529656,60.16590483,6.030224743,0.716181655,60.02326013,6.52347272,0.856173349,60.30865211,1.196668903,0.88473322,60.38885271,6.486436958,0.658855417,61.17024294,6.473647071,0.739344001,60.11479938,6.511788553,1.216477385,60.39318516,4.377877971,0.786233659,60.42445522,2.682546468,1.413397609,60.81542779,5.970464759,0.68168765,60.5574445,7.046614732
-1.365519,0.393629174,59.8563523,1.510808315,1.117847465,59.98961612,6.583074041,0.19697952,59.43236052,6.517121868,0.809540213,59.98533295,6.540480023,0.934939431,59.87604852,4.435386692,0.010321792,59.91753469,2.953624958,1.022082276,59.47689481,6.014380774,0.516985331,59.89760287,7.137072288,1.163177244,60.16527092,6.032037076,0.718244985,60.00658855,6.524175739,0.856265829,60.30518254,1.198412876,0.869671485,60.37931303,6.484354974,0.660449807,61.16610173,6.458644053,0.737155552,60.09899455,6.511686962,1.215217917,60.39142841,4.379573202,0.786509582,60.42330142,2.686218111,1.417019384,60.81122305,5.971594002,0.665067769,60.56289422,7.041142066
-1.362186,0.351056517,59.86383238,1.512017176,1.120505585,59.99188205,6.586166923,0.193523085,59.43194209,6.51008969,0.812975594,59.97335711,6.541803773,0.931214865,59.87587689,4.437410438,-0.002969687,59.92301446,2.964540094,1.016238233,59.47775014,6.016369645,0.500080176,59.89817646,7.135140472,1.161357052,60.16449906,6.033821328,0.72092178,59.990339,6.524769715,0.855315931,60.30253892,1.200095191,0.855697144,60.36912938,6.482429829,0.663338941,61.1620757,6.444336864,0.735739799,60.08338758,6.511547121,1.214011056,60.38983731,4.38120896,0.786452187,60.42213083,2.689930808,1.421078112,60.80677918,5.972806262,0.649018591,60.56828833,7.035305227
-1.358854,0.308849723,59.87131745,1.514249282,1.122826341,59.99373307,6.588913653,0.190272873,59.43155129,6.502888774,0.816585613,59.9622976,6.542931205,0.927556741,59.87589829,4.439358214,-0.016482818,59.92855635,2.975694273,1.010460058,59.47862462,6.018039463,0.483694903,59.89857878,7.13271248,1.15993765,60.16363582,6.035463617,0.724019571,59.97536661,6.525234388,0.853467035,60.30071865,1.201586124,0.84345131,60.35901969,6.480674435,0.667678859,61.15828217,6.430850479,0.73510123,60.06883953,6.511361433,1.212900103,60.38839519,4.382668796,0.786142405,60.42089308,2.693551006,1.425632163,60.80218642,5.973979275,0.633993083,60.57361029,7.029102118
-1.355522,0.26707909,59.87884956,1.517478389,1.124873327,59.99518334,6.591196327,0.187243172,59.43136329,6.495428188,0.820169452,59.95277383,6.543836648,0.924017877,59.87607893,4.441117358,-0.030303351,59.93419302,2.987079596,1.004777893,59.47959472,6.019314326,0.467904128,59.89897583,7.12970477,1.159022801,60.16273283,6.036838938,0.727300663,59.96248721,6.525575025,0.850902362,60.29967079,1.20274582,0.83350774,60.34978571,6.479108423,0.673619086,61.15480428,6.418263984,0.735187822,60.05619952,6.511144342,1.211935001,60.38706704,4.383824371,0.785684055,60.41951443,2.696936461,1.430754369,60.79753797,5.974972659,0.620414203,60.5788218,7.022535592
